5.2,4.144
4.9,3.225
5.4,3.776
3.8,1.402
4.9,3.233
4.7,2.514
5,3.748
4.7,2.64
4.5,2.124
5,3.475
4.4,1.88
5.3,3.625
5.5,4.644
4.7,2.38
5.1,3.631
4.7,2.075
5.2,3.305
4.9,3.49
5,3.221
5,3.033
5.3,4.46
4.2,1.605
4.2,1.831
4.3,1.725
5,3.379
4.7,2.431
5,2.923
4.6,1.804
4.5,2.303
4.2,2.068
5.4,4.014
4.5,2.307
5.2,3.683
4.8,3.284
4.7,2.832
5.2,4.012
5.3,4.215
5.4,4.415
4.9,2.863
4.9,2.82
5.4,3.961
5,3.249
4.8,3.035
5.2,3.527
5.2,3.851
5.5,3.606
4.8,2.872
4.7,3.164
4.3,1.736
5,2.952
4.7,2.652
5.4,4.739
5,3.517
5,3.598
4.9,2.984
4.7,2.377
5.3,3.797
5,3.783
5.3,3.302
5,3.608
5.2,4.07
5.1,3.223
5.4,4.594
5.2,3.615
5.3,4.464
5.5,4.631
5.3,4.174
5.3,3.769
4.8,2.776
5.2,3.934
5,3.621
5,3.938
5.4,3.477
5.1,3.599
5.1,4.36
4.9,3.612
5,4.197
5.2,3.6
5.1,4.016
5.2,4.276
4.8,2.92
